# Prompt sections 6–18: required muscle membership, exact requested name, stable catalog ID.
core	Hanging Leg Raises	10000000-0000-0000-0000-000000000103
core	Knee Raises	10000000-0000-0000-0000-000000000104
core	Ab Wheel	10000000-0000-0000-0000-000000000105
core	Plank	10000000-0000-0000-0000-000000000106
core	Side Plank	10000000-0000-0000-0000-000000000107
core	Russian Twist	10000000-0000-0000-0000-000000000108
core	Decline Crunch	10000000-0000-0000-0000-000000000109
core	Machine Crunch	10000000-0000-0000-0000-000000000110
core	Reverse Crunch	10000000-0000-0000-0000-000000000111
core	Pallof Press	10000000-0000-0000-0000-000000000112
core	Dead Bug	10000000-0000-0000-0000-000000000113
traps	Shrugs Langhantel	10000000-0000-0000-0000-000000000114
traps	Shrugs Kurzhantel	10000000-0000-0000-0000-000000000115
traps	Shrugs Maschine	10000000-0000-0000-0000-000000000116
traps	Upright Row	10000000-0000-0000-0000-000000000117
traps	Farmer's Walk	10000000-0000-0000-0000-000000000118
forearms	Wrist Curls	10000000-0000-0000-0000-000000000119
forearms	Reverse Wrist Curls	10000000-0000-0000-0000-000000000120
forearms	Reverse Curls	10000000-0000-0000-0000-000000000055
forearms	Farmer's Walk	10000000-0000-0000-0000-000000000118
forearms	Dead Hang	10000000-0000-0000-0000-000000000121
forearms	Plate Pinch	10000000-0000-0000-0000-000000000122
